State,Participant Active,Worker Active,Participant Recovered,Worker Recovered,Participant Deaths,Date
ACT,24,62,36,59,-,2022-02-07
NSW,663,1063,1259,2101,23,2022-02-07
NT,12,41,-,5,-,2022-02-07
QLD,216,608,146,344,5,2022-02-07
SA,157,382,197,579,5,2022-02-07
TAS,26,88,21,127,-,2022-02-07
VIC,333,604,1041,981,24,2022-02-07
WA,-,5,-,-,-,2022-02-07
-,17,25,6,5,-,2022-02-07
Total,1449,2878,2711,4202,57,2022-02-07
"Note: this table only shows counts greater than 5. *Only registered NDIS providers are required to notify the NDIS Commission for services regulated by the NDIS Commission. Therefore, these figures do not represent all NDIS participants or all people with disability (who may not be NDIS participants).","Note: this table only shows counts greater than 5. *Only registered NDIS providers are required to notify the NDIS Commission for services regulated by the NDIS Commission. Therefore, these figures do not represent all NDIS participants or all people with disability (who may not be NDIS participants).","Note: this table only shows counts greater than 5. *Only registered NDIS providers are required to notify the NDIS Commission for services regulated by the NDIS Commission. Therefore, these figures do not represent all NDIS participants or all people with disability (who may not be NDIS participants).","Note: this table only shows counts greater than 5. *Only registered NDIS providers are required to notify the NDIS Commission for services regulated by the NDIS Commission. Therefore, these figures do not represent all NDIS participants or all people with disability (who may not be NDIS participants).","Note: this table only shows counts greater than 5. *Only registered NDIS providers are required to notify the NDIS Commission for services regulated by the NDIS Commission. Therefore, these figures do not represent all NDIS participants or all people with disability (who may not be NDIS participants).","Note: this table only shows counts greater than 5. *Only registered NDIS providers are required to notify the NDIS Commission for services regulated by the NDIS Commission. Therefore, these figures do not represent all NDIS participants or all people with disability (who may not be NDIS participants).",2022-02-07
