Local Government Area,Total cases,Date
Aurukun Shire,136,2023-02-24
Balonne Shire,457,2023-02-24
Banana Shire,809,2023-02-24
Barcaldine Regional,164,2023-02-24
Barcoo Shire,4,2023-02-24
Blackall Tambo Regional,83,2023-02-24
Boulia Shire,14,2023-02-24
Brisbane City,168497,2023-02-24
Bulloo Shire,12,2023-02-24
Bundaberg Regional,10497,2023-02-24
Burdekin Shire,1466,2023-02-24
Burke Shire,28,2023-02-24
Cairns Regional,48930,2023-02-24
Carpentaria Shire,170,2023-02-24
Cassowary Coast Regional,5723,2023-02-24
Central Highlands Regional,2172,2023-02-24
Charters Towers Regional,1189,2023-02-24
Cherbourg Aboriginal Shire,391,2023-02-24
Cloncurry Shire,183,2023-02-24
Cook Shire,1164,2023-02-24
Croydon Shire,23,2023-02-24
Diamantina Shire,32,2023-02-24
Doomadgee Aboriginal Shire,175,2023-02-24
Douglas Shire,3033,2023-02-24
Etheridge Shire,68,2023-02-24
Flinders Shire,181,2023-02-24
Fraser Coast Regional,12418,2023-02-24
Gladstone Regional,4822,2023-02-24
Gold Coast City,92424,2023-02-24
Goondiwindi Regional,791,2023-02-24
Gympie Regional,4152,2023-02-24
Hinchinbrook Shire,618,2023-02-24
Hope Vale Aboriginal Shire,339,2023-02-24
Interstate/Other,21028,2023-02-24
Ipswich City,33308,2023-02-24
Isaac Regional,1087,2023-02-24
Kowanyama Aboriginal Shire,196,2023-02-24
Livingstone Shire,2989,2023-02-24
Lockhart River Aboriginal Shire,157,2023-02-24
Lockyer Valley Regional,3285,2023-02-24
Logan City,43554,2023-02-24
Longreach Regional,154,2023-02-24
Mackay Regional,13300,2023-02-24
Mapoon Aboriginal Shire,82,2023-02-24
Maranoa Regional,1208,2023-02-24
Mareeba Shire,5533,2023-02-24
McKinlay Shire,22,2023-02-24
Moreton Bay Regional,61528,2023-02-24
Mornington Shire,136,2023-02-24
Mount Isa City,2051,2023-02-24
Murweh Shire,349,2023-02-24
Napranum Aboriginal Shire,277,2023-02-24
Noosa Shire,6592,2023-02-24
North Burnett Regional,717,2023-02-24
Northern Peninsula Area Regional,774,2023-02-24
Not Supplied,920632,2023-02-24
Palm Island Aboriginal Shire,763,2023-02-24
Paroo Shire,94,2023-02-24
Pormpuraaw Aboriginal Shire,228,2023-02-24
Quilpie Shire,46,2023-02-24
Redland City,18618,2023-02-24
Richmond Shire,51,2023-02-24
Rockhampton Regional,6977,2023-02-24
Scenic Rim Regional,3169,2023-02-24
Somerset Regional,1985,2023-02-24
South Burnett Regional,1736,2023-02-24
Southern Downs Regional,3200,2023-02-24
Sunshine Coast Regional,43147,2023-02-24
Tablelands Regional,4798,2023-02-24
Toowoomba Regional,18505,2023-02-24
Torres Shire,1366,2023-02-24
Torres Strait Island Regional,1050,2023-02-24
Townsville City,28910,2023-02-24
Weipa Town,1507,2023-02-24
Western Downs Regional,1737,2023-02-24
Whitsunday Regional,3215,2023-02-24
Winton Shire,46,2023-02-24
Woorabinda Aboriginal Shire,331,2023-02-24
Wujal Wujal Aboriginal Shire,111,2023-02-24
Yarrabah Aboriginal Shire,1271,2023-02-24
Total cases,1622985,2023-02-24
