Local Government Area,Total cases,Date
Aurukun Shire,136,2023-02-09
Balonne Shire,457,2023-02-09
Banana Shire,809,2023-02-09
Barcaldine Regional,164,2023-02-09
Barcoo Shire,4,2023-02-09
Blackall Tambo Regional,83,2023-02-09
Boulia Shire,14,2023-02-09
Brisbane City,168497,2023-02-09
Bulloo Shire,12,2023-02-09
Bundaberg Regional,10497,2023-02-09
Burdekin Shire,1466,2023-02-09
Burke Shire,28,2023-02-09
Cairns Regional,48930,2023-02-09
Carpentaria Shire,170,2023-02-09
Cassowary Coast Regional,5723,2023-02-09
Central Highlands Regional,2172,2023-02-09
Charters Towers Regional,1189,2023-02-09
Cherbourg Aboriginal Shire,391,2023-02-09
Cloncurry Shire,183,2023-02-09
Cook Shire,1164,2023-02-09
Croydon Shire,23,2023-02-09
Diamantina Shire,32,2023-02-09
Doomadgee Aboriginal Shire,175,2023-02-09
Douglas Shire,3033,2023-02-09
Etheridge Shire,68,2023-02-09
Flinders Shire,181,2023-02-09
Fraser Coast Regional,12418,2023-02-09
Gladstone Regional,4822,2023-02-09
Gold Coast City,92424,2023-02-09
Goondiwindi Regional,791,2023-02-09
Gympie Regional,4152,2023-02-09
Hinchinbrook Shire,618,2023-02-09
Hope Vale Aboriginal Shire,339,2023-02-09
Interstate/Other,21028,2023-02-09
Ipswich City,33308,2023-02-09
Isaac Regional,1087,2023-02-09
Kowanyama Aboriginal Shire,196,2023-02-09
Livingstone Shire,2989,2023-02-09
Lockhart River Aboriginal Shire,157,2023-02-09
Lockyer Valley Regional,3285,2023-02-09
Logan City,43554,2023-02-09
Longreach Regional,154,2023-02-09
Mackay Regional,13300,2023-02-09
Mapoon Aboriginal Shire,82,2023-02-09
Maranoa Regional,1208,2023-02-09
Mareeba Shire,5533,2023-02-09
McKinlay Shire,22,2023-02-09
Moreton Bay Regional,61528,2023-02-09
Mornington Shire,136,2023-02-09
Mount Isa City,2051,2023-02-09
Murweh Shire,349,2023-02-09
Napranum Aboriginal Shire,277,2023-02-09
Noosa Shire,6592,2023-02-09
North Burnett Regional,717,2023-02-09
Northern Peninsula Area Regional,774,2023-02-09
Not Supplied,920632,2023-02-09
Palm Island Aboriginal Shire,763,2023-02-09
Paroo Shire,94,2023-02-09
Pormpuraaw Aboriginal Shire,228,2023-02-09
Quilpie Shire,46,2023-02-09
Redland City,18618,2023-02-09
Richmond Shire,51,2023-02-09
Rockhampton Regional,6977,2023-02-09
Scenic Rim Regional,3169,2023-02-09
Somerset Regional,1985,2023-02-09
South Burnett Regional,1736,2023-02-09
Southern Downs Regional,3200,2023-02-09
Sunshine Coast Regional,43147,2023-02-09
Tablelands Regional,4798,2023-02-09
Toowoomba Regional,18505,2023-02-09
Torres Shire,1366,2023-02-09
Torres Strait Island Regional,1050,2023-02-09
Townsville City,28910,2023-02-09
Weipa Town,1507,2023-02-09
Western Downs Regional,1737,2023-02-09
Whitsunday Regional,3215,2023-02-09
Winton Shire,46,2023-02-09
Woorabinda Aboriginal Shire,331,2023-02-09
Wujal Wujal Aboriginal Shire,111,2023-02-09
Yarrabah Aboriginal Shire,1271,2023-02-09
Total cases,1622985,2023-02-09
