Local Government Area,Total cases,Date
Aurukun Shire,136,2023-01-19
Balonne Shire,457,2023-01-19
Banana Shire,809,2023-01-19
Barcaldine Regional,164,2023-01-19
Barcoo Shire,4,2023-01-19
Blackall Tambo Regional,83,2023-01-19
Boulia Shire,14,2023-01-19
Brisbane City,168497,2023-01-19
Bulloo Shire,12,2023-01-19
Bundaberg Regional,10497,2023-01-19
Burdekin Shire,1466,2023-01-19
Burke Shire,28,2023-01-19
Cairns Regional,48930,2023-01-19
Carpentaria Shire,170,2023-01-19
Cassowary Coast Regional,5723,2023-01-19
Central Highlands Regional,2172,2023-01-19
Charters Towers Regional,1189,2023-01-19
Cherbourg Aboriginal Shire,391,2023-01-19
Cloncurry Shire,183,2023-01-19
Cook Shire,1164,2023-01-19
Croydon Shire,23,2023-01-19
Diamantina Shire,32,2023-01-19
Doomadgee Aboriginal Shire,175,2023-01-19
Douglas Shire,3033,2023-01-19
Etheridge Shire,68,2023-01-19
Flinders Shire,181,2023-01-19
Fraser Coast Regional,12418,2023-01-19
Gladstone Regional,4822,2023-01-19
Gold Coast City,92424,2023-01-19
Goondiwindi Regional,791,2023-01-19
Gympie Regional,4152,2023-01-19
Hinchinbrook Shire,618,2023-01-19
Hope Vale Aboriginal Shire,339,2023-01-19
Interstate/Other,21028,2023-01-19
Ipswich City,33308,2023-01-19
Isaac Regional,1087,2023-01-19
Kowanyama Aboriginal Shire,196,2023-01-19
Livingstone Shire,2989,2023-01-19
Lockhart River Aboriginal Shire,157,2023-01-19
Lockyer Valley Regional,3285,2023-01-19
Logan City,43554,2023-01-19
Longreach Regional,154,2023-01-19
Mackay Regional,13300,2023-01-19
Mapoon Aboriginal Shire,82,2023-01-19
Maranoa Regional,1208,2023-01-19
Mareeba Shire,5533,2023-01-19
McKinlay Shire,22,2023-01-19
Moreton Bay Regional,61528,2023-01-19
Mornington Shire,136,2023-01-19
Mount Isa City,2051,2023-01-19
Murweh Shire,349,2023-01-19
Napranum Aboriginal Shire,277,2023-01-19
Noosa Shire,6592,2023-01-19
North Burnett Regional,717,2023-01-19
Northern Peninsula Area Regional,774,2023-01-19
Not Supplied,920632,2023-01-19
Palm Island Aboriginal Shire,763,2023-01-19
Paroo Shire,94,2023-01-19
Pormpuraaw Aboriginal Shire,228,2023-01-19
Quilpie Shire,46,2023-01-19
Redland City,18618,2023-01-19
Richmond Shire,51,2023-01-19
Rockhampton Regional,6977,2023-01-19
Scenic Rim Regional,3169,2023-01-19
Somerset Regional,1985,2023-01-19
South Burnett Regional,1736,2023-01-19
Southern Downs Regional,3200,2023-01-19
Sunshine Coast Regional,43147,2023-01-19
Tablelands Regional,4798,2023-01-19
Toowoomba Regional,18505,2023-01-19
Torres Shire,1366,2023-01-19
Torres Strait Island Regional,1050,2023-01-19
Townsville City,28910,2023-01-19
Weipa Town,1507,2023-01-19
Western Downs Regional,1737,2023-01-19
Whitsunday Regional,3215,2023-01-19
Winton Shire,46,2023-01-19
Woorabinda Aboriginal Shire,331,2023-01-19
Wujal Wujal Aboriginal Shire,111,2023-01-19
Yarrabah Aboriginal Shire,1271,2023-01-19
Total cases,1622985,2023-01-19
