Local Government Area,Total cases,Date
Aurukun Shire,136,2022-11-07
Balonne Shire,457,2022-11-07
Banana Shire,809,2022-11-07
Barcaldine Regional,164,2022-11-07
Barcoo Shire,4,2022-11-07
Blackall Tambo Regional,83,2022-11-07
Boulia Shire,14,2022-11-07
Brisbane City,168497,2022-11-07
Bulloo Shire,12,2022-11-07
Bundaberg Regional,10497,2022-11-07
Burdekin Shire,1466,2022-11-07
Burke Shire,28,2022-11-07
Cairns Regional,48930,2022-11-07
Carpentaria Shire,170,2022-11-07
Cassowary Coast Regional,5723,2022-11-07
Central Highlands Regional,2172,2022-11-07
Charters Towers Regional,1189,2022-11-07
Cherbourg Aboriginal Shire,391,2022-11-07
Cloncurry Shire,183,2022-11-07
Cook Shire,1164,2022-11-07
Croydon Shire,23,2022-11-07
Diamantina Shire,32,2022-11-07
Doomadgee Aboriginal Shire,175,2022-11-07
Douglas Shire,3033,2022-11-07
Etheridge Shire,68,2022-11-07
Flinders Shire,181,2022-11-07
Fraser Coast Regional,12418,2022-11-07
Gladstone Regional,4822,2022-11-07
Gold Coast City,92424,2022-11-07
Goondiwindi Regional,791,2022-11-07
Gympie Regional,4152,2022-11-07
Hinchinbrook Shire,618,2022-11-07
Hope Vale Aboriginal Shire,339,2022-11-07
Interstate/Other,21028,2022-11-07
Ipswich City,33308,2022-11-07
Isaac Regional,1087,2022-11-07
Kowanyama Aboriginal Shire,196,2022-11-07
Livingstone Shire,2989,2022-11-07
Lockhart River Aboriginal Shire,157,2022-11-07
Lockyer Valley Regional,3285,2022-11-07
Logan City,43554,2022-11-07
Longreach Regional,154,2022-11-07
Mackay Regional,13300,2022-11-07
Mapoon Aboriginal Shire,82,2022-11-07
Maranoa Regional,1208,2022-11-07
Mareeba Shire,5533,2022-11-07
McKinlay Shire,22,2022-11-07
Moreton Bay Regional,61528,2022-11-07
Mornington Shire,136,2022-11-07
Mount Isa City,2051,2022-11-07
Murweh Shire,349,2022-11-07
Napranum Aboriginal Shire,277,2022-11-07
Noosa Shire,6592,2022-11-07
North Burnett Regional,717,2022-11-07
Northern Peninsula Area Regional,774,2022-11-07
Not Supplied,920632,2022-11-07
Palm Island Aboriginal Shire,763,2022-11-07
Paroo Shire,94,2022-11-07
Pormpuraaw Aboriginal Shire,228,2022-11-07
Quilpie Shire,46,2022-11-07
Redland City,18618,2022-11-07
Richmond Shire,51,2022-11-07
Rockhampton Regional,6977,2022-11-07
Scenic Rim Regional,3169,2022-11-07
Somerset Regional,1985,2022-11-07
South Burnett Regional,1736,2022-11-07
Southern Downs Regional,3200,2022-11-07
Sunshine Coast Regional,43147,2022-11-07
Tablelands Regional,4798,2022-11-07
Toowoomba Regional,18505,2022-11-07
Torres Shire,1366,2022-11-07
Torres Strait Island Regional,1050,2022-11-07
Townsville City,28910,2022-11-07
Weipa Town,1507,2022-11-07
Western Downs Regional,1737,2022-11-07
Whitsunday Regional,3215,2022-11-07
Winton Shire,46,2022-11-07
Woorabinda Aboriginal Shire,331,2022-11-07
Wujal Wujal Aboriginal Shire,111,2022-11-07
Yarrabah Aboriginal Shire,1271,2022-11-07
Total cases,1622985,2022-11-07
