Local Government Area,Total cases,Date
Aurukun Shire,136,2023-02-06
Balonne Shire,457,2023-02-06
Banana Shire,809,2023-02-06
Barcaldine Regional,164,2023-02-06
Barcoo Shire,4,2023-02-06
Blackall Tambo Regional,83,2023-02-06
Boulia Shire,14,2023-02-06
Brisbane City,168497,2023-02-06
Bulloo Shire,12,2023-02-06
Bundaberg Regional,10497,2023-02-06
Burdekin Shire,1466,2023-02-06
Burke Shire,28,2023-02-06
Cairns Regional,48930,2023-02-06
Carpentaria Shire,170,2023-02-06
Cassowary Coast Regional,5723,2023-02-06
Central Highlands Regional,2172,2023-02-06
Charters Towers Regional,1189,2023-02-06
Cherbourg Aboriginal Shire,391,2023-02-06
Cloncurry Shire,183,2023-02-06
Cook Shire,1164,2023-02-06
Croydon Shire,23,2023-02-06
Diamantina Shire,32,2023-02-06
Doomadgee Aboriginal Shire,175,2023-02-06
Douglas Shire,3033,2023-02-06
Etheridge Shire,68,2023-02-06
Flinders Shire,181,2023-02-06
Fraser Coast Regional,12418,2023-02-06
Gladstone Regional,4822,2023-02-06
Gold Coast City,92424,2023-02-06
Goondiwindi Regional,791,2023-02-06
Gympie Regional,4152,2023-02-06
Hinchinbrook Shire,618,2023-02-06
Hope Vale Aboriginal Shire,339,2023-02-06
Interstate/Other,21028,2023-02-06
Ipswich City,33308,2023-02-06
Isaac Regional,1087,2023-02-06
Kowanyama Aboriginal Shire,196,2023-02-06
Livingstone Shire,2989,2023-02-06
Lockhart River Aboriginal Shire,157,2023-02-06
Lockyer Valley Regional,3285,2023-02-06
Logan City,43554,2023-02-06
Longreach Regional,154,2023-02-06
Mackay Regional,13300,2023-02-06
Mapoon Aboriginal Shire,82,2023-02-06
Maranoa Regional,1208,2023-02-06
Mareeba Shire,5533,2023-02-06
McKinlay Shire,22,2023-02-06
Moreton Bay Regional,61528,2023-02-06
Mornington Shire,136,2023-02-06
Mount Isa City,2051,2023-02-06
Murweh Shire,349,2023-02-06
Napranum Aboriginal Shire,277,2023-02-06
Noosa Shire,6592,2023-02-06
North Burnett Regional,717,2023-02-06
Northern Peninsula Area Regional,774,2023-02-06
Not Supplied,920632,2023-02-06
Palm Island Aboriginal Shire,763,2023-02-06
Paroo Shire,94,2023-02-06
Pormpuraaw Aboriginal Shire,228,2023-02-06
Quilpie Shire,46,2023-02-06
Redland City,18618,2023-02-06
Richmond Shire,51,2023-02-06
Rockhampton Regional,6977,2023-02-06
Scenic Rim Regional,3169,2023-02-06
Somerset Regional,1985,2023-02-06
South Burnett Regional,1736,2023-02-06
Southern Downs Regional,3200,2023-02-06
Sunshine Coast Regional,43147,2023-02-06
Tablelands Regional,4798,2023-02-06
Toowoomba Regional,18505,2023-02-06
Torres Shire,1366,2023-02-06
Torres Strait Island Regional,1050,2023-02-06
Townsville City,28910,2023-02-06
Weipa Town,1507,2023-02-06
Western Downs Regional,1737,2023-02-06
Whitsunday Regional,3215,2023-02-06
Winton Shire,46,2023-02-06
Woorabinda Aboriginal Shire,331,2023-02-06
Wujal Wujal Aboriginal Shire,111,2023-02-06
Yarrabah Aboriginal Shire,1271,2023-02-06
Total cases,1622985,2023-02-06
