Local Government Area,Total cases,Date
Aurukun Shire,136,2023-02-03
Balonne Shire,457,2023-02-03
Banana Shire,809,2023-02-03
Barcaldine Regional,164,2023-02-03
Barcoo Shire,4,2023-02-03
Blackall Tambo Regional,83,2023-02-03
Boulia Shire,14,2023-02-03
Brisbane City,168497,2023-02-03
Bulloo Shire,12,2023-02-03
Bundaberg Regional,10497,2023-02-03
Burdekin Shire,1466,2023-02-03
Burke Shire,28,2023-02-03
Cairns Regional,48930,2023-02-03
Carpentaria Shire,170,2023-02-03
Cassowary Coast Regional,5723,2023-02-03
Central Highlands Regional,2172,2023-02-03
Charters Towers Regional,1189,2023-02-03
Cherbourg Aboriginal Shire,391,2023-02-03
Cloncurry Shire,183,2023-02-03
Cook Shire,1164,2023-02-03
Croydon Shire,23,2023-02-03
Diamantina Shire,32,2023-02-03
Doomadgee Aboriginal Shire,175,2023-02-03
Douglas Shire,3033,2023-02-03
Etheridge Shire,68,2023-02-03
Flinders Shire,181,2023-02-03
Fraser Coast Regional,12418,2023-02-03
Gladstone Regional,4822,2023-02-03
Gold Coast City,92424,2023-02-03
Goondiwindi Regional,791,2023-02-03
Gympie Regional,4152,2023-02-03
Hinchinbrook Shire,618,2023-02-03
Hope Vale Aboriginal Shire,339,2023-02-03
Interstate/Other,21028,2023-02-03
Ipswich City,33308,2023-02-03
Isaac Regional,1087,2023-02-03
Kowanyama Aboriginal Shire,196,2023-02-03
Livingstone Shire,2989,2023-02-03
Lockhart River Aboriginal Shire,157,2023-02-03
Lockyer Valley Regional,3285,2023-02-03
Logan City,43554,2023-02-03
Longreach Regional,154,2023-02-03
Mackay Regional,13300,2023-02-03
Mapoon Aboriginal Shire,82,2023-02-03
Maranoa Regional,1208,2023-02-03
Mareeba Shire,5533,2023-02-03
McKinlay Shire,22,2023-02-03
Moreton Bay Regional,61528,2023-02-03
Mornington Shire,136,2023-02-03
Mount Isa City,2051,2023-02-03
Murweh Shire,349,2023-02-03
Napranum Aboriginal Shire,277,2023-02-03
Noosa Shire,6592,2023-02-03
North Burnett Regional,717,2023-02-03
Northern Peninsula Area Regional,774,2023-02-03
Not Supplied,920632,2023-02-03
Palm Island Aboriginal Shire,763,2023-02-03
Paroo Shire,94,2023-02-03
Pormpuraaw Aboriginal Shire,228,2023-02-03
Quilpie Shire,46,2023-02-03
Redland City,18618,2023-02-03
Richmond Shire,51,2023-02-03
Rockhampton Regional,6977,2023-02-03
Scenic Rim Regional,3169,2023-02-03
Somerset Regional,1985,2023-02-03
South Burnett Regional,1736,2023-02-03
Southern Downs Regional,3200,2023-02-03
Sunshine Coast Regional,43147,2023-02-03
Tablelands Regional,4798,2023-02-03
Toowoomba Regional,18505,2023-02-03
Torres Shire,1366,2023-02-03
Torres Strait Island Regional,1050,2023-02-03
Townsville City,28910,2023-02-03
Weipa Town,1507,2023-02-03
Western Downs Regional,1737,2023-02-03
Whitsunday Regional,3215,2023-02-03
Winton Shire,46,2023-02-03
Woorabinda Aboriginal Shire,331,2023-02-03
Wujal Wujal Aboriginal Shire,111,2023-02-03
Yarrabah Aboriginal Shire,1271,2023-02-03
Total cases,1622985,2023-02-03
