Local Government Area,Total cases,Date
Aurukun Shire,136,2023-01-02
Balonne Shire,457,2023-01-02
Banana Shire,809,2023-01-02
Barcaldine Regional,164,2023-01-02
Barcoo Shire,4,2023-01-02
Blackall Tambo Regional,83,2023-01-02
Boulia Shire,14,2023-01-02
Brisbane City,168497,2023-01-02
Bulloo Shire,12,2023-01-02
Bundaberg Regional,10497,2023-01-02
Burdekin Shire,1466,2023-01-02
Burke Shire,28,2023-01-02
Cairns Regional,48930,2023-01-02
Carpentaria Shire,170,2023-01-02
Cassowary Coast Regional,5723,2023-01-02
Central Highlands Regional,2172,2023-01-02
Charters Towers Regional,1189,2023-01-02
Cherbourg Aboriginal Shire,391,2023-01-02
Cloncurry Shire,183,2023-01-02
Cook Shire,1164,2023-01-02
Croydon Shire,23,2023-01-02
Diamantina Shire,32,2023-01-02
Doomadgee Aboriginal Shire,175,2023-01-02
Douglas Shire,3033,2023-01-02
Etheridge Shire,68,2023-01-02
Flinders Shire,181,2023-01-02
Fraser Coast Regional,12418,2023-01-02
Gladstone Regional,4822,2023-01-02
Gold Coast City,92424,2023-01-02
Goondiwindi Regional,791,2023-01-02
Gympie Regional,4152,2023-01-02
Hinchinbrook Shire,618,2023-01-02
Hope Vale Aboriginal Shire,339,2023-01-02
Interstate/Other,21028,2023-01-02
Ipswich City,33308,2023-01-02
Isaac Regional,1087,2023-01-02
Kowanyama Aboriginal Shire,196,2023-01-02
Livingstone Shire,2989,2023-01-02
Lockhart River Aboriginal Shire,157,2023-01-02
Lockyer Valley Regional,3285,2023-01-02
Logan City,43554,2023-01-02
Longreach Regional,154,2023-01-02
Mackay Regional,13300,2023-01-02
Mapoon Aboriginal Shire,82,2023-01-02
Maranoa Regional,1208,2023-01-02
Mareeba Shire,5533,2023-01-02
McKinlay Shire,22,2023-01-02
Moreton Bay Regional,61528,2023-01-02
Mornington Shire,136,2023-01-02
Mount Isa City,2051,2023-01-02
Murweh Shire,349,2023-01-02
Napranum Aboriginal Shire,277,2023-01-02
Noosa Shire,6592,2023-01-02
North Burnett Regional,717,2023-01-02
Northern Peninsula Area Regional,774,2023-01-02
Not Supplied,920632,2023-01-02
Palm Island Aboriginal Shire,763,2023-01-02
Paroo Shire,94,2023-01-02
Pormpuraaw Aboriginal Shire,228,2023-01-02
Quilpie Shire,46,2023-01-02
Redland City,18618,2023-01-02
Richmond Shire,51,2023-01-02
Rockhampton Regional,6977,2023-01-02
Scenic Rim Regional,3169,2023-01-02
Somerset Regional,1985,2023-01-02
South Burnett Regional,1736,2023-01-02
Southern Downs Regional,3200,2023-01-02
Sunshine Coast Regional,43147,2023-01-02
Tablelands Regional,4798,2023-01-02
Toowoomba Regional,18505,2023-01-02
Torres Shire,1366,2023-01-02
Torres Strait Island Regional,1050,2023-01-02
Townsville City,28910,2023-01-02
Weipa Town,1507,2023-01-02
Western Downs Regional,1737,2023-01-02
Whitsunday Regional,3215,2023-01-02
Winton Shire,46,2023-01-02
Woorabinda Aboriginal Shire,331,2023-01-02
Wujal Wujal Aboriginal Shire,111,2023-01-02
Yarrabah Aboriginal Shire,1271,2023-01-02
Total cases,1622985,2023-01-02
