Local Government Area,Total cases,Date
Aurukun Shire,136,2023-01-01
Balonne Shire,457,2023-01-01
Banana Shire,809,2023-01-01
Barcaldine Regional,164,2023-01-01
Barcoo Shire,4,2023-01-01
Blackall Tambo Regional,83,2023-01-01
Boulia Shire,14,2023-01-01
Brisbane City,168497,2023-01-01
Bulloo Shire,12,2023-01-01
Bundaberg Regional,10497,2023-01-01
Burdekin Shire,1466,2023-01-01
Burke Shire,28,2023-01-01
Cairns Regional,48930,2023-01-01
Carpentaria Shire,170,2023-01-01
Cassowary Coast Regional,5723,2023-01-01
Central Highlands Regional,2172,2023-01-01
Charters Towers Regional,1189,2023-01-01
Cherbourg Aboriginal Shire,391,2023-01-01
Cloncurry Shire,183,2023-01-01
Cook Shire,1164,2023-01-01
Croydon Shire,23,2023-01-01
Diamantina Shire,32,2023-01-01
Doomadgee Aboriginal Shire,175,2023-01-01
Douglas Shire,3033,2023-01-01
Etheridge Shire,68,2023-01-01
Flinders Shire,181,2023-01-01
Fraser Coast Regional,12418,2023-01-01
Gladstone Regional,4822,2023-01-01
Gold Coast City,92424,2023-01-01
Goondiwindi Regional,791,2023-01-01
Gympie Regional,4152,2023-01-01
Hinchinbrook Shire,618,2023-01-01
Hope Vale Aboriginal Shire,339,2023-01-01
Interstate/Other,21028,2023-01-01
Ipswich City,33308,2023-01-01
Isaac Regional,1087,2023-01-01
Kowanyama Aboriginal Shire,196,2023-01-01
Livingstone Shire,2989,2023-01-01
Lockhart River Aboriginal Shire,157,2023-01-01
Lockyer Valley Regional,3285,2023-01-01
Logan City,43554,2023-01-01
Longreach Regional,154,2023-01-01
Mackay Regional,13300,2023-01-01
Mapoon Aboriginal Shire,82,2023-01-01
Maranoa Regional,1208,2023-01-01
Mareeba Shire,5533,2023-01-01
McKinlay Shire,22,2023-01-01
Moreton Bay Regional,61528,2023-01-01
Mornington Shire,136,2023-01-01
Mount Isa City,2051,2023-01-01
Murweh Shire,349,2023-01-01
Napranum Aboriginal Shire,277,2023-01-01
Noosa Shire,6592,2023-01-01
North Burnett Regional,717,2023-01-01
Northern Peninsula Area Regional,774,2023-01-01
Not Supplied,920632,2023-01-01
Palm Island Aboriginal Shire,763,2023-01-01
Paroo Shire,94,2023-01-01
Pormpuraaw Aboriginal Shire,228,2023-01-01
Quilpie Shire,46,2023-01-01
Redland City,18618,2023-01-01
Richmond Shire,51,2023-01-01
Rockhampton Regional,6977,2023-01-01
Scenic Rim Regional,3169,2023-01-01
Somerset Regional,1985,2023-01-01
South Burnett Regional,1736,2023-01-01
Southern Downs Regional,3200,2023-01-01
Sunshine Coast Regional,43147,2023-01-01
Tablelands Regional,4798,2023-01-01
Toowoomba Regional,18505,2023-01-01
Torres Shire,1366,2023-01-01
Torres Strait Island Regional,1050,2023-01-01
Townsville City,28910,2023-01-01
Weipa Town,1507,2023-01-01
Western Downs Regional,1737,2023-01-01
Whitsunday Regional,3215,2023-01-01
Winton Shire,46,2023-01-01
Woorabinda Aboriginal Shire,331,2023-01-01
Wujal Wujal Aboriginal Shire,111,2023-01-01
Yarrabah Aboriginal Shire,1271,2023-01-01
Total cases,1622985,2023-01-01
