Local Government Area,Total cases,Date
Aurukun Shire,136,2023-02-10
Balonne Shire,457,2023-02-10
Banana Shire,809,2023-02-10
Barcaldine Regional,164,2023-02-10
Barcoo Shire,4,2023-02-10
Blackall Tambo Regional,83,2023-02-10
Boulia Shire,14,2023-02-10
Brisbane City,168497,2023-02-10
Bulloo Shire,12,2023-02-10
Bundaberg Regional,10497,2023-02-10
Burdekin Shire,1466,2023-02-10
Burke Shire,28,2023-02-10
Cairns Regional,48930,2023-02-10
Carpentaria Shire,170,2023-02-10
Cassowary Coast Regional,5723,2023-02-10
Central Highlands Regional,2172,2023-02-10
Charters Towers Regional,1189,2023-02-10
Cherbourg Aboriginal Shire,391,2023-02-10
Cloncurry Shire,183,2023-02-10
Cook Shire,1164,2023-02-10
Croydon Shire,23,2023-02-10
Diamantina Shire,32,2023-02-10
Doomadgee Aboriginal Shire,175,2023-02-10
Douglas Shire,3033,2023-02-10
Etheridge Shire,68,2023-02-10
Flinders Shire,181,2023-02-10
Fraser Coast Regional,12418,2023-02-10
Gladstone Regional,4822,2023-02-10
Gold Coast City,92424,2023-02-10
Goondiwindi Regional,791,2023-02-10
Gympie Regional,4152,2023-02-10
Hinchinbrook Shire,618,2023-02-10
Hope Vale Aboriginal Shire,339,2023-02-10
Interstate/Other,21028,2023-02-10
Ipswich City,33308,2023-02-10
Isaac Regional,1087,2023-02-10
Kowanyama Aboriginal Shire,196,2023-02-10
Livingstone Shire,2989,2023-02-10
Lockhart River Aboriginal Shire,157,2023-02-10
Lockyer Valley Regional,3285,2023-02-10
Logan City,43554,2023-02-10
Longreach Regional,154,2023-02-10
Mackay Regional,13300,2023-02-10
Mapoon Aboriginal Shire,82,2023-02-10
Maranoa Regional,1208,2023-02-10
Mareeba Shire,5533,2023-02-10
McKinlay Shire,22,2023-02-10
Moreton Bay Regional,61528,2023-02-10
Mornington Shire,136,2023-02-10
Mount Isa City,2051,2023-02-10
Murweh Shire,349,2023-02-10
Napranum Aboriginal Shire,277,2023-02-10
Noosa Shire,6592,2023-02-10
North Burnett Regional,717,2023-02-10
Northern Peninsula Area Regional,774,2023-02-10
Not Supplied,920632,2023-02-10
Palm Island Aboriginal Shire,763,2023-02-10
Paroo Shire,94,2023-02-10
Pormpuraaw Aboriginal Shire,228,2023-02-10
Quilpie Shire,46,2023-02-10
Redland City,18618,2023-02-10
Richmond Shire,51,2023-02-10
Rockhampton Regional,6977,2023-02-10
Scenic Rim Regional,3169,2023-02-10
Somerset Regional,1985,2023-02-10
South Burnett Regional,1736,2023-02-10
Southern Downs Regional,3200,2023-02-10
Sunshine Coast Regional,43147,2023-02-10
Tablelands Regional,4798,2023-02-10
Toowoomba Regional,18505,2023-02-10
Torres Shire,1366,2023-02-10
Torres Strait Island Regional,1050,2023-02-10
Townsville City,28910,2023-02-10
Weipa Town,1507,2023-02-10
Western Downs Regional,1737,2023-02-10
Whitsunday Regional,3215,2023-02-10
Winton Shire,46,2023-02-10
Woorabinda Aboriginal Shire,331,2023-02-10
Wujal Wujal Aboriginal Shire,111,2023-02-10
Yarrabah Aboriginal Shire,1271,2023-02-10
Total cases,1622985,2023-02-10
