Jurisdiction,Active,Recovered,Deaths,Date,Active and Recovered,Total staff cases as at 13 Sep 2022,Total staff cases as at 20 Sep 2022,Total staff cases as at 21 Sep 2022,Total staff cases as at 28 Sep 2022,Total staff cases as at 05 Oct 2022,Total staff cases as at 12 Oct 2022,Total staff cases as at 19 Oct 2022,Total staff cases as at 26 Oct 2022,Total staff cases as at 02 Nov 2022,Total staff cases as at 09 Nov 2022,Total staff cases as at 16 Nov 2022,Total staff cases as at 23 Nov 2022,Total staff cases as at 30 Nov 2022
WA,0.0,0.0,0.0,2021-11-11,,,,,,,,,,,,,,
Australia,729.0,1596.0,838.0,2021-11-11,,,,,,,,,,,,,,
ACT,0.0,8.0,7.0,2021-11-11,,,,,,,,,,,,,,
Australia,737.0,1599.0,839.0,2021-11-12,,,,,,,,,,,,,,
NT,0.0,0.0,0.0,2021-11-12,,,,,,,,,,,,,,
QLD,0.0,0.0,1.0,2021-11-12,,,,,,,,,,,,,,
SA,0.0,0.0,0.0,2021-11-12,,,,,,,,,,,,,,
TAS,0.0,0.0,1.0,2021-11-12,,,,,,,,,,,,,,
VIC,460.0,1473.0,734.0,2021-11-12,,,,,,,,,,,,,,
WA,0.0,0.0,0.0,2021-11-12,,,,,,,,,,,,,,
NSW,277.0,118.0,96.0,2021-11-12,,,,,,,,,,,,,,
ACT,0.0,8.0,7.0,2021-11-12,,,,,,,,,,,,,,
VIC,460.0,1473.0,734.0,2021-11-13,,,,,,,,,,,,,,
NSW,277.0,118.0,96.0,2021-11-13,,,,,,,,,,,,,,
SA,0.0,0.0,0.0,2021-11-13,,,,,,,,,,,,,,
QLD,0.0,0.0,1.0,2021-11-13,,,,,,,,,,,,,,
NT,0.0,0.0,0.0,2021-11-13,,,,,,,,,,,,,,
ACT,0.0,8.0,7.0,2021-11-13,,,,,,,,,,,,,,
Australia,737.0,1599.0,839.0,2021-11-13,,,,,,,,,,,,,,
WA,0.0,0.0,0.0,2021-11-13,,,,,,,,,,,,,,
TAS,0.0,0.0,1.0,2021-11-13,,,,,,,,,,,,,,
WA,0.0,0.0,0.0,2021-11-14,,,,,,,,,,,,,,
Australia,737.0,1599.0,839.0,2021-11-14,,,,,,,,,,,,,,
SA,0.0,0.0,0.0,2021-11-14,,,,,,,,,,,,,,
QLD,0.0,0.0,1.0,2021-11-14,,,,,,,,,,,,,,
NT,0.0,0.0,0.0,2021-11-14,,,,,,,,,,,,,,
NSW,277.0,118.0,96.0,2021-11-14,,,,,,,,,,,,,,
ACT,0.0,8.0,7.0,2021-11-14,,,,,,,,,,,,,,
VIC,460.0,1473.0,734.0,2021-11-14,,,,,,,,,,,,,,
TAS,0.0,0.0,1.0,2021-11-14,,,,,,,,,,,,,,
Australia,751.0,1611.0,843.0,2021-11-15,,,,,,,,,,,,,,
ACT,1.0,8.0,7.0,2021-11-15,,,,,,,,,,,,,,
SA,0.0,0.0,0.0,2021-11-15,,,,,,,,,,,,,,
WA,0.0,0.0,0.0,2021-11-15,,,,,,,,,,,,,,
NSW,276.0,118.0,97.0,2021-11-15,,,,,,,,,,,,,,
NT,0.0,0.0,0.0,2021-11-15,,,,,,,,,,,,,,
QLD,0.0,0.0,1.0,2021-11-15,,,,,,,,,,,,,,
VIC,474.0,1485.0,737.0,2021-11-15,,,,,,,,,,,,,,
TAS,0.0,0.0,1.0,2021-11-15,,,,,,,,,,,,,,
ACT,2.0,8.0,7.0,2021-11-16,,,,,,,,,,,,,,
NSW,276.0,118.0,98.0,2021-11-16,,,,,,,,,,,,,,
NT,0.0,0.0,0.0,2021-11-16,,,,,,,,,,,,,,
SA,0.0,0.0,0.0,2021-11-16,,,,,,,,,,,,,,
TAS,0.0,0.0,1.0,2021-11-16,,,,,,,,,,,,,,
VIC,489.0,1492.0,738.0,2021-11-16,,,,,,,,,,,,,,
QLD,0.0,0.0,1.0,2021-11-16,,,,,,,,,,,,,,
WA,0.0,0.0,0.0,2021-11-16,,,,,,,,,,,,,,
Australia,767.0,1618.0,845.0,2021-11-16,,,,,,,,,,,,,,
Australia,762.0,1647.0,846.0,2021-11-17,,,,,,,,,,,,,,
ACT,2.0,8.0,7.0,2021-11-17,,,,,,,,,,,,,,
NSW,276.0,118.0,98.0,2021-11-17,,,,,,,,,,,,,,
WA,0.0,0.0,0.0,2021-11-17,,,,,,,,,,,,,,
NT,0.0,0.0,0.0,2021-11-17,,,,,,,,,,,,,,
QLD,0.0,0.0,1.0,2021-11-17,,,,,,,,,,,,,,
SA,0.0,0.0,0.0,2021-11-17,,,,,,,,,,,,,,
TAS,0.0,0.0,1.0,2021-11-17,,,,,,,,,,,,,,
VIC,484.0,1521.0,739.0,2021-11-17,,,,,,,,,,,,,,
VIC,444.0,1565.0,740.0,2021-11-18,,,,,,,,,,,,,,
Australia,722.0,1691.0,847.0,2021-11-18,,,,,,,,,,,,,,
ACT,2.0,8.0,7.0,2021-11-18,,,,,,,,,,,,,,
NSW,276.0,118.0,98.0,2021-11-18,,,,,,,,,,,,,,
WA,0.0,0.0,0.0,2021-11-18,,,,,,,,,,,,,,
QLD,0.0,0.0,1.0,2021-11-18,,,,,,,,,,,,,,
SA,0.0,0.0,0.0,2021-11-18,,,,,,,,,,,,,,
TAS,0.0,0.0,1.0,2021-11-18,,,,,,,,,,,,,,
NT,0.0,0.0,0.0,2021-11-18,,,,,,,,,,,,,,
TAS,0.0,0.0,1.0,2021-11-19,,,,,,,,,,,,,,
Australia,734.0,1698.0,848.0,2021-11-19,,,,,,,,,,,,,,
ACT,2.0,8.0,7.0,2021-11-19,,,,,,,,,,,,,,
NSW,276.0,118.0,98.0,2021-11-19,,,,,,,,,,,,,,
NT,0.0,0.0,0.0,2021-11-19,,,,,,,,,,,,,,
QLD,0.0,0.0,1.0,2021-11-19,,,,,,,,,,,,,,
SA,0.0,0.0,0.0,2021-11-19,,,,,,,,,,,,,,
WA,0.0,0.0,0.0,2021-11-19,,,,,,,,,,,,,,
VIC,455.0,1572.0,741.0,2021-11-19,,,,,,,,,,,,,,
VIC,455.0,1572.0,741.0,2021-11-20,,,,,,,,,,,,,,
ACT,2.0,8.0,7.0,2021-11-20,,,,,,,,,,,,,,
NSW,276.0,118.0,98.0,2021-11-20,,,,,,,,,,,,,,
NT,0.0,0.0,0.0,2021-11-20,,,,,,,,,,,,,,
QLD,0.0,0.0,1.0,2021-11-20,,,,,,,,,,,,,,
SA,0.0,0.0,0.0,2021-11-20,,,,,,,,,,,,,,
Australia,734.0,1698.0,848.0,2021-11-20,,,,,,,,,,,,,,
TAS,0.0,0.0,1.0,2021-11-20,,,,,,,,,,,,,,
WA,0.0,0.0,0.0,2021-11-20,,,,,,,,,,,,,,
WA,0.0,0.0,0.0,2021-11-21,,,,,,,,,,,,,,
NSW,276.0,118.0,98.0,2021-11-21,,,,,,,,,,,,,,
NT,0.0,0.0,0.0,2021-11-21,,,,,,,,,,,,,,
QLD,0.0,0.0,1.0,2021-11-21,,,,,,,,,,,,,,
SA,0.0,0.0,0.0,2021-11-21,,,,,,,,,,,,,,
ACT,2.0,8.0,7.0,2021-11-21,,,,,,,,,,,,,,
TAS,0.0,0.0,1.0,2021-11-21,,,,,,,,,,,,,,
VIC,455.0,1572.0,741.0,2021-11-21,,,,,,,,,,,,,,
Australia,734.0,1698.0,848.0,2021-11-21,,,,,,,,,,,,,,
TAS,0.0,0.0,1.0,2021-11-22,,,,,,,,,,,,,,
SA,0.0,0.0,0.0,2021-11-22,,,,,,,,,,,,,,
WA,0.0,0.0,0.0,2021-11-22,,,,,,,,,,,,,,
QLD,0.0,0.0,1.0,2021-11-22,,,,,,,,,,,,,,
Australia,722.0,1735.0,858.0,2021-11-22,,,,,,,,,,,,,,
ACT,4.0,8.0,7.0,2021-11-22,,,,,,,,,,,,,,
NSW,276.0,118.0,98.0,2021-11-22,,,,,,,,,,,,,,
NT,0.0,0.0,0.0,2021-11-22,,,,,,,,,,,,,,
VIC,442.0,1609.0,751.0,2021-11-22,,,,,,,,,,,,,,
ACT,4.0,8.0,7.0,2021-11-23,,,,,,,,,,,,,,
NT,0.0,0.0,0.0,2021-11-23,,,,,,,,,,,,,,
QLD,0.0,0.0,1.0,2021-11-23,,,,,,,,,,,,,,
SA,0.0,0.0,0.0,2021-11-23,,,,,,,,,,,,,,
TAS,0.0,0.0,1.0,2021-11-23,,,,,,,,,,,,,,
VIC,444.0,1614.0,751.0,2021-11-23,,,,,,,,,,,,,,
NSW,276.0,118.0,98.0,2021-11-23,,,,,,,,,,,,,,
WA,0.0,0.0,0.0,2021-11-23,,,,,,,,,,,,,,
Australia,724.0,1740.0,858.0,2021-11-23,,,,,,,,,,,,,,
NSW,271.0,122.0,99.0,2021-11-24,,,,,,,,,,,,,,
NT,0.0,0.0,0.0,2021-11-24,,,,,,,,,,,,,,
QLD,0.0,0.0,1.0,2021-11-24,,,,,,,,,,,,,,
SA,0.0,0.0,0.0,2021-11-24,,,,,,,,,,,,,,
TAS,0.0,0.0,1.0,2021-11-24,,,,,,,,,,,,,,
VIC,462.0,1624.0,754.0,2021-11-24,,,,,,,,,,,,,,
WA,0.0,0.0,0.0,2021-11-24,,,,,,,,,,,,,,
Australia,737.0,1754.0,862.0,2021-11-24,,,,,,,,,,,,,,
ACT,4.0,8.0,7.0,2021-11-24,,,,,,,,,,,,,,
ACT,4.0,8.0,7.0,2021-11-25,,,,,,,,,,,,,,
Australia,748.0,1755.0,865.0,2021-11-25,,,,,,,,,,,,,,
NSW,273.0,122.0,99.0,2021-11-25,,,,,,,,,,,,,,
WA,0.0,0.0,0.0,2021-11-25,,,,,,,,,,,,,,
VIC,471.0,1625.0,757.0,2021-11-25,,,,,,,,,,,,,,
TAS,0.0,0.0,1.0,2021-11-25,,,,,,,,,,,,,,
SA,0.0,0.0,0.0,2021-11-25,,,,,,,,,,,,,,
QLD,0.0,0.0,1.0,2021-11-25,,,,,,,,,,,,,,
NT,0.0,0.0,0.0,2021-11-25,,,,,,,,,,,,,,
SA,0.0,0.0,0.0,2021-11-26,,,,,,,,,,,,,,
NT,0.0,0.0,0.0,2021-11-26,,,,,,,,,,,,,,
VIC,487.0,1625.0,759.0,2021-11-26,,,,,,,,,,,,,,
WA,0.0,0.0,0.0,2021-11-26,,,,,,,,,,,,,,
NSW,274.0,122.0,99.0,2021-11-26,,,,,,,,,,,,,,
ACT,4.0,8.0,7.0,2021-11-26,,,,,,,,,,,,,,
Australia,765.0,1755.0,867.0,2021-11-26,,,,,,,,,,,,,,
QLD,0.0,0.0,1.0,2021-11-26,,,,,,,,,,,,,,
TAS,0.0,0.0,1.0,2021-11-26,,,,,,,,,,,,,,
Australia,765.0,1755.0,867.0,2021-11-27,,,,,,,,,,,,,,
NSW,274.0,122.0,99.0,2021-11-27,,,,,,,,,,,,,,
ACT,4.0,8.0,7.0,2021-11-27,,,,,,,,,,,,,,
NT,0.0,0.0,0.0,2021-11-27,,,,,,,,,,,,,,
QLD,0.0,0.0,1.0,2021-11-27,,,,,,,,,,,,,,
SA,0.0,0.0,0.0,2021-11-27,,,,,,,,,,,,,,
TAS,0.0,0.0,1.0,2021-11-27,,,,,,,,,,,,,,
VIC,487.0,1625.0,759.0,2021-11-27,,,,,,,,,,,,,,
WA,0.0,0.0,0.0,2021-11-27,,,,,,,,,,,,,,
ACT,4.0,8.0,7.0,2021-11-28,,,,,,,,,,,,,,
NSW,274.0,122.0,99.0,2021-11-28,,,,,,,,,,,,,,
QLD,0.0,0.0,1.0,2021-11-28,,,,,,,,,,,,,,
SA,0.0,0.0,0.0,2021-11-28,,,,,,,,,,,,,,
NT,0.0,0.0,0.0,2021-11-28,,,,,,,,,,,,,,
VIC,487.0,1625.0,759.0,2021-11-28,,,,,,,,,,,,,,
WA,0.0,0.0,0.0,2021-11-28,,,,,,,,,,,,,,
Australia,765.0,1755.0,867.0,2021-11-28,,,,,,,,,,,,,,
TAS,0.0,0.0,1.0,2021-11-28,,,,,,,,,,,,,,
WA,0.0,0.0,0.0,2021-11-29,,,,,,,,,,,,,,
VIC,488.0,1627.0,764.0,2021-11-29,,,,,,,,,,,,,,
TAS,0.0,0.0,1.0,2021-11-29,,,,,,,,,,,,,,
SA,0.0,0.0,0.0,2021-11-29,,,,,,,,,,,,,,
QLD,0.0,0.0,1.0,2021-11-29,,,,,,,,,,,,,,
NT,0.0,0.0,0.0,2021-11-29,,,,,,,,,,,,,,
NSW,276.0,122.0,99.0,2021-11-29,,,,,,,,,,,,,,
ACT,4.0,8.0,7.0,2021-11-29,,,,,,,,,,,,,,
Australia,768.0,1757.0,872.0,2021-11-29,,,,,,,,,,,,,,
Australia,753.0,1778.0,873.0,2021-11-30,,,,,,,,,,,,,,
WA,0.0,0.0,0.0,2021-11-30,,,,,,,,,,,,,,
NSW,276.0,122.0,99.0,2021-11-30,,,,,,,,,,,,,,
ACT,4.0,8.0,7.0,2021-11-30,,,,,,,,,,,,,,
QLD,0.0,0.0,1.0,2021-11-30,,,,,,,,,,,,,,
SA,0.0,0.0,0.0,2021-11-30,,,,,,,,,,,,,,
TAS,0.0,0.0,1.0,2021-11-30,,,,,,,,,,,,,,
VIC,473.0,1648.0,765.0,2021-11-30,,,,,,,,,,,,,,
NT,0.0,0.0,0.0,2021-11-30,,,,,,,,,,,,,,
WA,0.0,0.0,0.0,2021-12-01,,,,,,,,,,,,,,
VIC,478.0,1653.0,766.0,2021-12-01,,,,,,,,,,,,,,
TAS,0.0,0.0,1.0,2021-12-01,,,,,,,,,,,,,,
SA,0.0,0.0,0.0,2021-12-01,,,,,,,,,,,,,,
QLD,0.0,0.0,1.0,2021-12-01,,,,,,,,,,,,,,
NT,0.0,0.0,0.0,2021-12-01,,,,,,,,,,,,,,
NSW,276.0,122.0,99.0,2021-12-01,,,,,,,,,,,,,,
ACT,4.0,8.0,7.0,2021-12-01,,,,,,,,,,,,,,
Australia,758.0,1783.0,874.0,2021-12-01,,,,,,,,,,,,,,
QLD,0.0,0.0,1.0,2021-12-02,,,,,,,,,,,,,,
VIC,450.0,1683.0,766.0,2021-12-02,,,,,,,,,,,,,,
TAS,0.0,0.0,1.0,2021-12-02,,,,,,,,,,,,,,
Australia,730.0,1813.0,874.0,2021-12-02,,,,,,,,,,,,,,
ACT,4.0,8.0,7.0,2021-12-02,,,,,,,,,,,,,,
SA,0.0,0.0,0.0,2021-12-02,,,,,,,,,,,,,,
WA,0.0,0.0,0.0,2021-12-02,,,,,,,,,,,,,,
NSW,276.0,122.0,99.0,2021-12-02,,,,,,,,,,,,,,
NT,0.0,0.0,0.0,2021-12-02,,,,,,,,,,,,,,
NSW,277.0,122.0,99.0,2021-12-03,,,,,,,,,,,,,,
Australia,761.0,1813.0,877.0,2021-12-03,,,,,,,,,,,,,,
ACT,4.0,8.0,7.0,2021-12-03,,,,,,,,,,,,,,
SA,0.0,0.0,0.0,2021-12-03,,,,,,,,,,,,,,
TAS,0.0,0.0,1.0,2021-12-03,,,,,,,,,,,,,,
VIC,480.0,1683.0,769.0,2021-12-03,,,,,,,,,,,,,,
WA,0.0,0.0,0.0,2021-12-03,,,,,,,,,,,,,,
QLD,0.0,0.0,1.0,2021-12-03,,,,,,,,,,,,,,
NT,0.0,0.0,0.0,2021-12-03,,,,,,,,,,,,,,
VIC,480.0,1683.0,769.0,2021-12-04,,,,,,,,,,,,,,
SA,0.0,0.0,0.0,2021-12-04,,,,,,,,,,,,,,
QLD,0.0,0.0,1.0,2021-12-04,,,,,,,,,,,,,,
TAS,0.0,0.0,1.0,2021-12-04,,,,,,,,,,,,,,
NT,0.0,0.0,0.0,2021-12-04,,,,,,,,,,,,,,
NSW,277.0,122.0,99.0,2021-12-04,,,,,,,,,,,,,,
ACT,4.0,8.0,7.0,2021-12-04,,,,,,,,,,,,,,
Australia,761.0,1813.0,877.0,2021-12-04,,,,,,,,,,,,,,
WA,0.0,0.0,0.0,2021-12-04,,,,,,,,,,,,,,
QLD,0.0,0.0,1.0,2021-12-05,,,,,,,,,,,,,,
NSW,277.0,122.0,99.0,2021-12-05,,,,,,,,,,,,,,
NT,0.0,0.0,0.0,2021-12-05,,,,,,,,,,,,,,
WA,0.0,0.0,0.0,2021-12-05,,,,,,,,,,,,,,
TAS,0.0,0.0,1.0,2021-12-05,,,,,,,,,,,,,,
VIC,480.0,1683.0,769.0,2021-12-05,,,,,,,,,,,,,,
ACT,4.0,8.0,7.0,2021-12-05,,,,,,,,,,,,,,
SA,0.0,0.0,0.0,2021-12-05,,,,,,,,,,,,,,
Australia,761.0,1813.0,877.0,2021-12-05,,,,,,,,,,,,,,
Australia,798.0,1816.0,882.0,2021-12-06,,,,,,,,,,,,,,
ACT,4.0,8.0,7.0,2021-12-06,,,,,,,,,,,,,,
NSW,303.0,122.0,99.0,2021-12-06,,,,,,,,,,,,,,
NT,0.0,0.0,0.0,2021-12-06,,,,,,,,,,,,,,
QLD,0.0,0.0,1.0,2021-12-06,,,,,,,,,,,,,,
SA,0.0,0.0,0.0,2021-12-06,,,,,,,,,,,,,,
TAS,0.0,0.0,1.0,2021-12-06,,,,,,,,,,,,,,
VIC,491.0,1686.0,774.0,2021-12-06,,,,,,,,,,,,,,
WA,0.0,0.0,0.0,2021-12-06,,,,,,,,,,,,,,
Australia,796.0,1840.0,884.0,2021-12-07,,,,,,,,,,,,,,
ACT,4.0,8.0,7.0,2021-12-07,,,,,,,,,,,,,,
NSW,305.0,122.0,100.0,2021-12-07,,,,,,,,,,,,,,
NT,0.0,0.0,0.0,2021-12-07,,,,,,,,,,,,,,
QLD,0.0,0.0,1.0,2021-12-07,,,,,,,,,,,,,,
SA,0.0,0.0,0.0,2021-12-07,,,,,,,,,,,,,,
TAS,0.0,0.0,1.0,2021-12-07,,,,,,,,,,,,,,
VIC,487.0,1710.0,775.0,2021-12-07,,,,,,,,,,,,,,
WA,0.0,0.0,0.0,2021-12-07,,,,,,,,,,,,,,
Australia,809.0,1840.0,885.0,2021-12-08,,,,,,,,,,,,,,
ACT,4.0,8.0,7.0,2021-12-08,,,,,,,,,,,,,,
NSW,305.0,122.0,101.0,2021-12-08,,,,,,,,,,,,,,
NT,0.0,0.0,0.0,2021-12-08,,,,,,,,,,,,,,
QLD,0.0,0.0,1.0,2021-12-08,,,,,,,,,,,,,,
SA,0.0,0.0,0.0,2021-12-08,,,,,,,,,,,,,,
TAS,0.0,0.0,1.0,2021-12-08,,,,,,,,,,,,,,
VIC,500.0,1710.0,775.0,2021-12-08,,,,,,,,,,,,,,
WA,0.0,0.0,0.0,2021-12-08,,,,,,,,,,,,,,
Australia,814.0,1842.0,886.0,2021-12-09,,,,,,,,,,,,,,
ACT,4.0,8.0,7.0,2021-12-09,,,,,,,,,,,,,,
NSW,307.0,122.0,101.0,2021-12-09,,,,,,,,,,,,,,
NT,0.0,0.0,0.0,2021-12-09,,,,,,,,,,,,,,
QLD,0.0,0.0,1.0,2021-12-09,,,,,,,,,,,,,,
SA,0.0,0.0,0.0,2021-12-09,,,,,,,,,,,,,,
TAS,0.0,0.0,1.0,2021-12-09,,,,,,,,,,,,,,
VIC,503.0,1712.0,776.0,2021-12-09,,,,,,,,,,,,,,
WA,0.0,0.0,0.0,2021-12-09,,,,,,,,,,,,,,
Australia,826.0,1847.0,887.0,2021-12-10,,,,,,,,,,,,,,
ACT,4.0,8.0,7.0,2021-12-10,,,,,,,,,,,,,,
NSW,307.0,122.0,101.0,2021-12-10,,,,,,,,,,,,,,
NT,0.0,0.0,0.0,2021-12-10,,,,,,,,,,,,,,
QLD,0.0,0.0,1.0,2021-12-10,,,,,,,,,,,,,,
SA,0.0,0.0,0.0,2021-12-10,,,,,,,,,,,,,,
TAS,0.0,0.0,1.0,2021-12-10,,,,,,,,,,,,,,
VIC,515.0,1717.0,777.0,2021-12-10,,,,,,,,,,,,,,
WA,0.0,0.0,0.0,2021-12-10,,,,,,,,,,,,,,
Australia,826.0,1847.0,887.0,2021-12-11,,,,,,,,,,,,,,
ACT,4.0,8.0,7.0,2021-12-11,,,,,,,,,,,,,,
NSW,307.0,122.0,101.0,2021-12-11,,,,,,,,,,,,,,
NT,0.0,0.0,0.0,2021-12-11,,,,,,,,,,,,,,
QLD,0.0,0.0,1.0,2021-12-11,,,,,,,,,,,,,,
SA,0.0,0.0,0.0,2021-12-11,,,,,,,,,,,,,,
TAS,0.0,0.0,1.0,2021-12-11,,,,,,,,,,,,,,
VIC,515.0,1717.0,777.0,2021-12-11,,,,,,,,,,,,,,
WA,0.0,0.0,0.0,2021-12-11,,,,,,,,,,,,,,
Australia,826.0,1847.0,887.0,2021-12-12,,,,,,,,,,,,,,
ACT,4.0,8.0,7.0,2021-12-12,,,,,,,,,,,,,,
NSW,307.0,122.0,101.0,2021-12-12,,,,,,,,,,,,,,
NT,0.0,0.0,0.0,2021-12-12,,,,,,,,,,,,,,
QLD,0.0,0.0,1.0,2021-12-12,,,,,,,,,,,,,,
SA,0.0,0.0,0.0,2021-12-12,,,,,,,,,,,,,,
TAS,0.0,0.0,1.0,2021-12-12,,,,,,,,,,,,,,
VIC,515.0,1717.0,777.0,2021-12-12,,,,,,,,,,,,,,
WA,0.0,0.0,0.0,2021-12-12,,,,,,,,,,,,,,
Australia,827.0,1868.0,889.0,2021-12-13,,,,,,,,,,,,,,
ACT,4.0,8.0,7.0,2021-12-13,,,,,,,,,,,,,,
NSW,311.0,122.0,102.0,2021-12-13,,,,,,,,,,,,,,
NT,0.0,0.0,0.0,2021-12-13,,,,,,,,,,,,,,
QLD,0.0,0.0,1.0,2021-12-13,,,,,,,,,,,,,,
SA,0.0,0.0,0.0,2021-12-13,,,,,,,,,,,,,,
TAS,0.0,0.0,1.0,2021-12-13,,,,,,,,,,,,,,
VIC,512.0,1738.0,778.0,2021-12-13,,,,,,,,,,,,,,
WA,0.0,0.0,0.0,2021-12-13,,,,,,,,,,,,,,
Australia,837.0,1871.0,889.0,2021-12-14,,,,,,,,,,,,,,
ACT,4.0,8.0,7.0,2021-12-14,,,,,,,,,,,,,,
NSW,311.0,122.0,102.0,2021-12-14,,,,,,,,,,,,,,
NT,0.0,0.0,0.0,2021-12-14,,,,,,,,,,,,,,
QLD,0.0,0.0,1.0,2021-12-14,,,,,,,,,,,,,,
SA,0.0,0.0,0.0,2021-12-14,,,,,,,,,,,,,,
TAS,0.0,0.0,1.0,2021-12-14,,,,,,,,,,,,,,
VIC,522.0,1741.0,778.0,2021-12-14,,,,,,,,,,,,,,
WA,0.0,0.0,0.0,2021-12-14,,,,,,,,,,,,,,
Australia,801.0,1912.0,891.0,2021-12-15,,,,,,,,,,,,,,
ACT,4.0,8.0,7.0,2021-12-15,,,,,,,,,,,,,,
NSW,310.0,122.0,103.0,2021-12-15,,,,,,,,,,,,,,
NT,0.0,0.0,0.0,2021-12-15,,,,,,,,,,,,,,
QLD,0.0,0.0,1.0,2021-12-15,,,,,,,,,,,,,,
SA,0.0,0.0,0.0,2021-12-15,,,,,,,,,,,,,,
TAS,0.0,0.0,1.0,2021-12-15,,,,,,,,,,,,,,
VIC,487.0,1782.0,779.0,2021-12-15,,,,,,,,,,,,,,
WA,0.0,0.0,0.0,2021-12-15,,,,,,,,,,,,,,
Australia,814.0,1913.0,891.0,2021-12-16,,,,,,,,,,,,,,
ACT,4.0,8.0,7.0,2021-12-16,,,,,,,,,,,,,,
NSW,316.0,122.0,103.0,2021-12-16,,,,,,,,,,,,,,
NT,0.0,0.0,0.0,2021-12-16,,,,,,,,,,,,,,
QLD,0.0,0.0,1.0,2021-12-16,,,,,,,,,,,,,,
SA,0.0,0.0,0.0,2021-12-16,,,,,,,,,,,,,,
TAS,0.0,0.0,1.0,2021-12-16,,,,,,,,,,,,,,
VIC,494.0,1783.0,779.0,2021-12-16,,,,,,,,,,,,,,
WA,0.0,0.0,0.0,2021-12-16,,,,,,,,,,,,,,
Australia,821.0,1916.0,891.0,2021-12-17,,,,,,,,,,,,,,
ACT,4.0,8.0,7.0,2021-12-17,,,,,,,,,,,,,,
NSW,317.0,122.0,103.0,2021-12-17,,,,,,,,,,,,,,
NT,0.0,0.0,0.0,2021-12-17,,,,,,,,,,,,,,
QLD,0.0,0.0,1.0,2021-12-17,,,,,,,,,,,,,,
SA,0.0,0.0,0.0,2021-12-17,,,,,,,,,,,,,,
TAS,0.0,0.0,1.0,2021-12-17,,,,,,,,,,,,,,
VIC,500.0,1786.0,779.0,2021-12-17,,,,,,,,,,,,,,
WA,0.0,0.0,0.0,2021-12-17,,,,,,,,,,,,,,
Australia,821.0,1916.0,891.0,2021-12-18,,,,,,,,,,,,,,
ACT,4.0,8.0,7.0,2021-12-18,,,,,,,,,,,,,,
NSW,317.0,122.0,103.0,2021-12-18,,,,,,,,,,,,,,
NT,0.0,0.0,0.0,2021-12-18,,,,,,,,,,,,,,
QLD,0.0,0.0,1.0,2021-12-18,,,,,,,,,,,,,,
SA,0.0,0.0,0.0,2021-12-18,,,,,,,,,,,,,,
TAS,0.0,0.0,1.0,2021-12-18,,,,,,,,,,,,,,
VIC,500.0,1786.0,779.0,2021-12-18,,,,,,,,,,,,,,
WA,0.0,0.0,0.0,2021-12-18,,,,,,,,,,,,,,
Australia,821.0,1916.0,891.0,2021-12-19,,,,,,,,,,,,,,
ACT,4.0,8.0,7.0,2021-12-19,,,,,,,,,,,,,,
NSW,317.0,122.0,103.0,2021-12-19,,,,,,,,,,,,,,
NT,0.0,0.0,0.0,2021-12-19,,,,,,,,,,,,,,
QLD,0.0,0.0,1.0,2021-12-19,,,,,,,,,,,,,,
SA,0.0,0.0,0.0,2021-12-19,,,,,,,,,,,,,,
TAS,0.0,0.0,1.0,2021-12-19,,,,,,,,,,,,,,
VIC,500.0,1786.0,779.0,2021-12-19,,,,,,,,,,,,,,
WA,0.0,0.0,0.0,2021-12-19,,,,,,,,,,,,,,
Australia,868.0,1916.0,894.0,2021-12-20,,,,,,,,,,,,,,
ACT,4.0,8.0,7.0,2021-12-20,,,,,,,,,,,,,,
NSW,346.0,122.0,104.0,2021-12-20,,,,,,,,,,,,,,
NT,0.0,0.0,0.0,2021-12-20,,,,,,,,,,,,,,
QLD,0.0,0.0,1.0,2021-12-20,,,,,,,,,,,,,,
SA,0.0,0.0,0.0,2021-12-20,,,,,,,,,,,,,,
TAS,0.0,0.0,1.0,2021-12-20,,,,,,,,,,,,,,
VIC,517.0,1786.0,781.0,2021-12-20,,,,,,,,,,,,,,
WA,0.0,0.0,0.0,2021-12-20,,,,,,,,,,,,,,
Australia,894.0,1919.0,897.0,2021-12-21,,,,,,,,,,,,,,
ACT,4.0,8.0,7.0,2021-12-21,,,,,,,,,,,,,,
NSW,370.0,122.0,105.0,2021-12-21,,,,,,,,,,,,,,
NT,0.0,0.0,0.0,2021-12-21,,,,,,,,,,,,,,
QLD,0.0,0.0,1.0,2021-12-21,,,,,,,,,,,,,,
SA,0.0,0.0,0.0,2021-12-21,,,,,,,,,,,,,,
TAS,0.0,0.0,1.0,2021-12-21,,,,,,,,,,,,,,
VIC,519.0,1789.0,783.0,2021-12-21,,,,,,,,,,,,,,
WA,0.0,0.0,0.0,2021-12-21,,,,,,,,,,,,,,
Australia,894.0,1919.0,897.0,2021-12-22,,,,,,,,,,,,,,
ACT,4.0,8.0,7.0,2021-12-22,,,,,,,,,,,,,,
NSW,370.0,122.0,105.0,2021-12-22,,,,,,,,,,,,,,
NT,0.0,0.0,0.0,2021-12-22,,,,,,,,,,,,,,
QLD,0.0,0.0,1.0,2021-12-22,,,,,,,,,,,,,,
SA,0.0,0.0,0.0,2021-12-22,,,,,,,,,,,,,,
TAS,0.0,0.0,1.0,2021-12-22,,,,,,,,,,,,,,
VIC,519.0,1789.0,783.0,2021-12-22,,,,,,,,,,,,,,
WA,0.0,0.0,0.0,2021-12-22,,,,,,,,,,,,,,
